instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
1498,2011-03-07,1,0,3,18,0,1,1,Sunny,0.32,0.303,0.31,0.2239,19,214,233,Springer,0.7804878048780488,0.606,0.31,0.3341791044776119
1499,2011-03-07,1,0,3,19,0,1,1,Sunny,0.3,0.2879,0.33,0.2239,11,134,145,Springer,0.7317073170731707,0.5758,0.33,0.3341791044776119
1500,2011-03-07,1,0,3,20,0,1,1,Sunny,0.3,0.303,0.33,0.1642,5,87,92,Springer,0.7317073170731707,0.606,0.33,0.24507462686567164
1501,2011-03-07,1,0,3,21,0,1,1,Sunny,0.28,0.2727,0.38,0.2239,1,53,54,Springer,0.6829268292682927,0.5454,0.38,0.3341791044776119
1502,2011-03-07,1,0,3,22,0,1,1,Sunny,0.26,0.2576,0.48,0.1642,1,34,35,Springer,0.6341463414634146,0.5152,0.48,0.24507462686567164
1503,2011-03-07,1,0,3,23,0,1,1,Sunny,0.28,0.3182,0.48,0.0,0,22,22,Springer,0.6829268292682927,0.6364,0.48,0.0
1504,2011-03-08,1,0,3,0,0,2,1,Sunny,0.26,0.2879,0.48,0.0896,1,9,10,Springer,0.6341463414634146,0.5758,0.48,0.1337313432835821
1505,2011-03-08,1,0,3,1,0,2,1,Sunny,0.24,0.2424,0.52,0.1343,0,4,4,Springer,0.5853658536585366,0.4848,0.52,0.20044776119402985
1506,2011-03-08,1,0,3,2,0,2,1,Sunny,0.24,0.2424,0.52,0.1343,1,0,1,Springer,0.5853658536585366,0.4848,0.52,0.20044776119402985
1507,2011-03-08,1,0,3,3,0,2,1,Sunny,0.24,0.2576,0.52,0.0896,5,2,7,Springer,0.5853658536585366,0.5152,0.52,0.1337313432835821
1508,2011-03-08,1,0,3,4,0,2,1,Sunny,0.22,0.2727,0.64,0.0,0,2,2,Springer,0.5365853658536586,0.5454,0.64,0.0
1509,2011-03-08,1,0,3,5,0,2,1,Sunny,0.2,0.2273,0.69,0.1045,2,8,10,Springer,0.4878048780487805,0.45459999999999995,0.69,0.15597014925373134
1510,2011-03-08,1,0,3,6,0,2,1,Sunny,0.2,0.2576,0.59,0.0,3,42,45,Springer,0.4878048780487805,0.5152,0.59,0.0
1511,2011-03-08,1,0,3,7,0,2,1,Sunny,0.18,0.197,0.64,0.1343,9,119,128,Springer,0.4390243902439024,0.394,0.64,0.20044776119402985
1512,2011-03-08,1,0,3,8,0,2,1,Sunny,0.22,0.2273,0.55,0.194,10,247,257,Springer,0.5365853658536586,0.45459999999999995,0.55,0.2895522388059702
1513,2011-03-08,1,0,3,9,0,2,1,Sunny,0.26,0.2576,0.41,0.1642,11,140,151,Springer,0.6341463414634146,0.5152,0.4099999999999999,0.24507462686567164
1514,2011-03-08,1,0,3,10,0,2,1,Cloudy,0.3,0.2879,0.33,0.194,25,46,71,Springer,0.7317073170731707,0.5758,0.33,0.2895522388059702
1515,2011-03-08,1,0,3,11,0,2,1,Cloudy,0.36,0.3485,0.25,0.1642,26,52,78,Springer,0.8780487804878048,0.697,0.25,0.24507462686567164
1516,2011-03-08,1,0,3,12,0,2,1,Cloudy,0.36,0.3788,0.23,0.0,29,70,99,Springer,0.8780487804878048,0.7576,0.22999999999999998,0.0
1517,2011-03-08,1,0,3,13,0,2,1,Cloudy,0.38,0.3939,0.25,0.1045,25,73,98,Springer,0.9268292682926829,0.7878,0.25,0.15597014925373134
1518,2011-03-08,1,0,3,14,0,2,1,Cloudy,0.38,0.3939,0.2,0.0,16,56,72,Springer,0.9268292682926829,0.7878,0.2,0.0
1519,2011-03-08,1,0,3,15,0,2,1,Cloudy,0.36,0.3788,0.18,0.0,35,77,112,Springer,0.8780487804878048,0.7576,0.18,0.0
1520,2011-03-08,1,0,3,16,0,2,1,Sunny,0.38,0.3939,0.27,0.1642,26,82,108,Springer,0.9268292682926829,0.7878,0.27,0.24507462686567164
1521,2011-03-08,1,0,3,17,0,2,1,Sunny,0.36,0.3485,0.27,0.2239,39,209,248,Springer,0.8780487804878048,0.697,0.27,0.3341791044776119
1522,2011-03-08,1,0,3,18,0,2,1,Sunny,0.34,0.3333,0.27,0.194,21,214,235,Springer,0.8292682926829269,0.6666,0.27,0.2895522388059702
1523,2011-03-08,1,0,3,19,0,2,1,Sunny,0.34,0.3485,0.31,0.1045,9,141,150,Springer,0.8292682926829269,0.697,0.31,0.15597014925373134
1524,2011-03-08,1,0,3,20,0,2,1,Sunny,0.32,0.3333,0.39,0.0896,2,74,76,Springer,0.7804878048780488,0.6666,0.39,0.1337313432835821
1525,2011-03-08,1,0,3,21,0,2,1,Sunny,0.3,0.2879,0.49,0.194,7,68,75,Springer,0.7317073170731707,0.5758,0.49,0.2895522388059702
1526,2011-03-08,1,0,3,22,0,2,1,Sunny,0.3,0.2879,0.49,0.2239,11,44,55,Springer,0.7317073170731707,0.5758,0.49,0.3341791044776119
1527,2011-03-08,1,0,3,23,0,2,1,Sunny,0.28,0.2727,0.61,0.194,3,38,41,Springer,0.6829268292682927,0.5454,0.61,0.2895522388059702
1528,2011-03-09,1,0,3,0,0,3,1,Sunny,0.26,0.2879,0.65,0.0896,0,9,9,Springer,0.6341463414634146,0.5758,0.65,0.1337313432835821
1529,2011-03-09,1,0,3,1,0,3,1,Sunny,0.26,0.2727,0.52,0.1343,0,4,4,Springer,0.6341463414634146,0.5454,0.52,0.20044776119402985
1530,2011-03-09,1,0,3,2,0,3,1,Sunny,0.26,0.2727,0.52,0.1343,1,1,2,Springer,0.6341463414634146,0.5454,0.52,0.20044776119402985
1531,2011-03-09,1,0,3,3,0,3,1,Sunny,0.24,0.2576,0.7,0.0896,1,2,3,Springer,0.5853658536585366,0.5152,0.7,0.1337313432835821
1532,2011-03-09,1,0,3,4,0,3,1,Sunny,0.24,0.2576,0.75,0.1045,0,2,2,Springer,0.5853658536585366,0.5152,0.75,0.15597014925373134
1533,2011-03-09,1,0,3,5,0,3,1,Cloudy,0.24,0.2424,0.81,0.1343,1,7,8,Springer,0.5853658536585366,0.4848,0.8100000000000002,0.20044776119402985
1534,2011-03-09,1,0,3,6,0,3,1,Cloudy,0.24,0.2576,0.85,0.1045,5,44,49,Springer,0.5853658536585366,0.5152,0.8500000000000001,0.15597014925373134
1535,2011-03-09,1,0,3,7,0,3,1,Cloudy,0.24,0.2424,0.87,0.1642,18,123,141,Springer,0.5853658536585366,0.4848,0.8699999999999999,0.24507462686567164
1536,2011-03-09,1,0,3,8,0,3,1,Cloudy,0.24,0.2424,0.87,0.1343,11,238,249,Springer,0.5853658536585366,0.4848,0.8699999999999999,0.20044776119402985
1537,2011-03-09,1,0,3,9,0,3,1,Cloudy,0.26,0.2424,0.87,0.2537,5,136,141,Springer,0.6341463414634146,0.4848,0.8699999999999999,0.37865671641791043
1538,2011-03-09,1,0,3,10,0,3,1,Cloudy,0.3,0.2879,0.75,0.2537,8,49,57,Springer,0.7317073170731707,0.5758,0.75,0.37865671641791043
1539,2011-03-09,1,0,3,11,0,3,1,Cloudy,0.32,0.2879,0.76,0.3881,15,44,59,Springer,0.7804878048780488,0.5758,0.76,0.5792537313432835
1540,2011-03-09,1,0,3,12,0,3,1,Cloudy,0.32,0.303,0.76,0.2537,14,84,98,Springer,0.7804878048780488,0.606,0.76,0.37865671641791043
1541,2011-03-09,1,0,3,13,0,3,1,Cloudy,0.32,0.2879,0.76,0.3582,17,82,99,Springer,0.7804878048780488,0.5758,0.76,0.5346268656716419
1542,2011-03-09,1,0,3,14,0,3,1,Cloudy,0.34,0.303,0.76,0.2985,10,61,71,Springer,0.8292682926829269,0.606,0.76,0.4455223880597015
1543,2011-03-09,1,0,3,15,0,3,1,Cloudy,0.36,0.3333,0.71,0.2985,15,64,79,Springer,0.8780487804878048,0.6666,0.71,0.4455223880597015
1544,2011-03-09,1,0,3,16,0,3,1,Cloudy,0.34,0.303,0.76,0.3284,10,102,112,Springer,0.8292682926829269,0.606,0.76,0.49014925373134327
1545,2011-03-09,1,0,3,17,0,3,1,Cloudy,0.34,0.303,0.76,0.2985,18,176,194,Springer,0.8292682926829269,0.606,0.76,0.4455223880597015
1546,2011-03-09,1,0,3,18,0,3,1,Cloudy,0.34,0.3182,0.76,0.2537,12,176,188,Springer,0.8292682926829269,0.6364,0.76,0.37865671641791043
1547,2011-03-09,1,0,3,19,0,3,1,Cloudy,0.34,0.303,0.76,0.3284,11,123,134,Springer,0.8292682926829269,0.606,0.76,0.49014925373134327
1548,2011-03-09,1,0,3,20,0,3,1,Cloudy,0.32,0.3182,0.87,0.194,4,87,91,Springer,0.7804878048780488,0.6364,0.8699999999999999,0.2895522388059702
1549,2011-03-09,1,0,3,21,0,3,1,Cloudy,0.32,0.303,0.93,0.3284,10,52,62,Springer,0.7804878048780488,0.606,0.93,0.49014925373134327
1550,2011-03-09,1,0,3,22,0,3,1,Rainy,0.32,0.3182,0.93,0.1642,4,17,21,Springer,0.7804878048780488,0.6364,0.93,0.24507462686567164
1551,2011-03-09,1,0,3,23,0,3,1,Rainy,0.34,0.3333,0.93,0.194,1,17,18,Springer,0.8292682926829269,0.6666,0.93,0.2895522388059702
1552,2011-03-10,1,0,3,0,0,4,1,Rainy,0.34,0.3182,0.0,0.2537,3,0,3,Springer,0.8292682926829269,0.6364,0.0,0.37865671641791043
1553,2011-03-10,1,0,3,1,0,4,1,Rainy,0.34,0.3182,0.0,0.2537,0,2,2,Springer,0.8292682926829269,0.6364,0.0,0.37865671641791043
1554,2011-03-10,1,0,3,2,0,4,1,Rainy,0.34,0.3182,0.0,0.2537,0,1,1,Springer,0.8292682926829269,0.6364,0.0,0.37865671641791043
1555,2011-03-10,1,0,3,5,0,4,1,Rainy,0.36,0.3485,0.0,0.194,1,2,3,Springer,0.8780487804878048,0.697,0.0,0.2895522388059702
1556,2011-03-10,1,0,3,6,0,4,1,Rainy,0.36,0.3333,0.0,0.3284,0,12,12,Springer,0.8780487804878048,0.6666,0.0,0.49014925373134327
1557,2011-03-10,1,0,3,7,0,4,1,Rainy,0.38,0.3939,0.0,0.2239,1,36,37,Springer,0.9268292682926829,0.7878,0.0,0.3341791044776119
1558,2011-03-10,1,0,3,8,0,4,1,Rainy,0.38,0.3939,0.0,0.2836,1,43,44,Springer,0.9268292682926829,0.7878,0.0,0.42328358208955225
1559,2011-03-10,1,0,3,9,0,4,1,Rainy,0.4,0.4091,0.0,0.2239,1,23,24,Springer,0.975609756097561,0.8182,0.0,0.3341791044776119
1560,2011-03-10,1,0,3,10,0,4,1,Rainy,0.4,0.4091,0.0,0.1642,0,17,17,Springer,0.975609756097561,0.8182,0.0,0.24507462686567164
1561,2011-03-10,1,0,3,11,0,4,1,Rainy,0.4,0.4091,0.0,0.2537,6,5,11,Springer,0.975609756097561,0.8182,0.0,0.37865671641791043
1562,2011-03-10,1,0,3,12,0,4,1,Rainy,0.42,0.4242,0.0,0.2239,4,30,34,Springer,1.024390243902439,0.8484,0.0,0.3341791044776119
1563,2011-03-10,1,0,3,13,0,4,1,Rainy,0.42,0.4242,0.0,0.2239,1,11,12,Springer,1.024390243902439,0.8484,0.0,0.3341791044776119
1564,2011-03-10,1,0,3,14,0,4,1,Rainy,0.44,0.4394,0.0,0.2985,0,12,12,Springer,1.0731707317073171,0.8788,0.0,0.4455223880597015
1565,2011-03-10,1,0,3,15,0,4,1,Rainy,0.44,0.4394,0.0,0.2239,3,11,14,Springer,1.0731707317073171,0.8788,0.0,0.3341791044776119
1566,2011-03-10,1,0,3,16,0,4,1,Rainy,0.42,0.4242,0.0,0.2537,1,20,21,Springer,1.024390243902439,0.8484,0.0,0.37865671641791043
1567,2011-03-10,1,0,3,17,0,4,1,Cloudy,0.44,0.4394,0.0,0.3881,2,109,111,Springer,1.0731707317073171,0.8788,0.0,0.5792537313432835
1568,2011-03-10,1,0,3,18,0,4,1,Rainy,0.44,0.4394,0.0,0.3582,2,80,82,Springer,1.0731707317073171,0.8788,0.0,0.5346268656716419
1569,2011-03-10,1,0,3,19,0,4,1,Rainy,0.44,0.4394,0.0,0.5821,5,51,56,Springer,1.0731707317073171,0.8788,0.0,0.8688059701492538
1570,2011-03-10,1,0,3,20,0,4,1,Rainy,0.36,0.3333,0.0,0.3284,9,29,38,Springer,0.8780487804878048,0.6666,0.0,0.49014925373134327
1571,2011-03-10,1,0,3,21,0,4,1,Rainy,0.36,0.3485,0.0,0.2239,1,27,28,Springer,0.8780487804878048,0.697,0.0,0.3341791044776119
1572,2011-03-10,1,0,3,22,0,4,1,Cloudy,0.34,0.3333,0.0,0.1343,4,30,34,Springer,0.8292682926829269,0.6666,0.0,0.20044776119402985
1573,2011-03-10,1,0,3,23,0,4,1,Rainy,0.34,0.3485,0.0,0.0896,1,26,27,Springer,0.8292682926829269,0.697,0.0,0.1337313432835821
1574,2011-03-11,1,0,3,0,0,5,1,Cloudy,0.34,0.3485,1.0,0.0896,0,6,6,Springer,0.8292682926829269,0.697,1.0,0.1337313432835821
1575,2011-03-11,1,0,3,1,0,5,1,Rainy,0.34,0.3485,1.0,0.1045,0,8,8,Springer,0.8292682926829269,0.697,1.0,0.15597014925373134
1576,2011-03-11,1,0,3,2,0,5,1,Rainy,0.34,0.3485,1.0,0.1045,2,3,5,Springer,0.8292682926829269,0.697,1.0,0.15597014925373134
1577,2011-03-11,1,0,3,3,0,5,1,Cloudy,0.32,0.3333,0.93,0.0896,0,2,2,Springer,0.7804878048780488,0.6666,0.93,0.1337313432835821
1578,2011-03-11,1,0,3,5,0,5,1,Sunny,0.3,0.2879,0.81,0.2239,1,6,7,Springer,0.7317073170731707,0.5758,0.8100000000000002,0.3341791044776119
1579,2011-03-11,1,0,3,6,0,5,1,Sunny,0.26,0.2424,0.81,0.2836,1,31,32,Springer,0.6341463414634146,0.4848,0.8100000000000002,0.42328358208955225
1580,2011-03-11,1,0,3,7,0,5,1,Sunny,0.26,0.2576,0.7,0.194,10,104,114,Springer,0.6341463414634146,0.5152,0.7,0.2895522388059702
1581,2011-03-11,1,0,3,8,0,5,1,Sunny,0.28,0.2727,0.7,0.2537,15,244,259,Springer,0.6829268292682927,0.5454,0.7,0.37865671641791043
1582,2011-03-11,1,0,3,9,0,5,1,Cloudy,0.3,0.2879,0.61,0.2836,13,143,156,Springer,0.7317073170731707,0.5758,0.61,0.42328358208955225
1583,2011-03-11,1,0,3,10,0,5,1,Cloudy,0.32,0.303,0.57,0.2985,18,60,78,Springer,0.7804878048780488,0.606,0.57,0.4455223880597015
1584,2011-03-11,1,0,3,11,0,5,1,Cloudy,0.32,0.303,0.57,0.2985,14,67,81,Springer,0.7804878048780488,0.606,0.57,0.4455223880597015
1585,2011-03-11,1,0,3,12,0,5,1,Cloudy,0.34,0.3182,0.53,0.2537,15,96,111,Springer,0.8292682926829269,0.6364,0.53,0.37865671641791043
1586,2011-03-11,1,0,3,13,0,5,1,Sunny,0.36,0.3333,0.53,0.2537,15,92,107,Springer,0.8780487804878048,0.6666,0.53,0.37865671641791043
1587,2011-03-11,1,0,3,14,0,5,1,Cloudy,0.36,0.3333,0.5,0.3582,25,64,89,Springer,0.8780487804878048,0.6666,0.5,0.5346268656716419
1588,2011-03-11,1,0,3,15,0,5,1,Cloudy,0.34,0.3182,0.53,0.2537,21,64,85,Springer,0.8292682926829269,0.6364,0.53,0.37865671641791043
1589,2011-03-11,1,0,3,16,0,5,1,Cloudy,0.34,0.303,0.49,0.2985,18,95,113,Springer,0.8292682926829269,0.606,0.49,0.4455223880597015
1590,2011-03-11,1,0,3,17,0,5,1,Sunny,0.34,0.3182,0.49,0.2239,23,200,223,Springer,0.8292682926829269,0.6364,0.49,0.3341791044776119
1591,2011-03-11,1,0,3,18,0,5,1,Sunny,0.32,0.303,0.49,0.3284,19,134,153,Springer,0.7804878048780488,0.606,0.49,0.49014925373134327
1592,2011-03-11,1,0,3,19,0,5,1,Sunny,0.3,0.2727,0.56,0.3284,7,111,118,Springer,0.7317073170731707,0.5454,0.56,0.49014925373134327
1593,2011-03-11,1,0,3,20,0,5,1,Sunny,0.3,0.303,0.56,0.1642,6,70,76,Springer,0.7317073170731707,0.606,0.56,0.24507462686567164
1594,2011-03-11,1,0,3,21,0,5,1,Cloudy,0.3,0.2879,0.52,0.2537,10,43,53,Springer,0.7317073170731707,0.5758,0.52,0.37865671641791043
1595,2011-03-11,1,0,3,22,0,5,1,Sunny,0.3,0.303,0.52,0.1642,11,53,64,Springer,0.7317073170731707,0.606,0.52,0.24507462686567164
1596,2011-03-11,1,0,3,23,0,5,1,Sunny,0.3,0.2879,0.52,0.2537,3,34,37,Springer,0.7317073170731707,0.5758,0.52,0.37865671641791043
1597,2011-03-12,1,0,3,0,0,6,0,Sunny,0.26,0.2727,0.6,0.1343,4,30,34,Springer,0.6341463414634146,0.5454,0.6,0.20044776119402985
1598,2011-03-12,1,0,3,1,0,6,0,Sunny,0.24,0.2273,0.65,0.194,3,15,18,Springer,0.5853658536585366,0.45459999999999995,0.65,0.2895522388059702
1599,2011-03-12,1,0,3,2,0,6,0,Sunny,0.24,0.2273,0.65,0.194,0,14,14,Springer,0.5853658536585366,0.45459999999999995,0.65,0.2895522388059702
1600,2011-03-12,1,0,3,3,0,6,0,Sunny,0.24,0.2273,0.65,0.2537,1,6,7,Springer,0.5853658536585366,0.45459999999999995,0.65,0.37865671641791043
1601,2011-03-12,1,0,3,4,0,6,0,Sunny,0.24,0.2273,0.65,0.2537,0,1,1,Springer,0.5853658536585366,0.45459999999999995,0.65,0.37865671641791043
1602,2011-03-12,1,0,3,5,0,6,0,Sunny,0.22,0.2273,0.69,0.194,0,2,2,Springer,0.5365853658536586,0.45459999999999995,0.69,0.2895522388059702
1603,2011-03-12,1,0,3,6,0,6,0,Sunny,0.22,0.2121,0.75,0.2537,2,2,4,Springer,0.5365853658536586,0.4242,0.75,0.37865671641791043
1604,2011-03-12,1,0,3,7,0,6,0,Sunny,0.24,0.2273,0.7,0.194,4,19,23,Springer,0.5853658536585366,0.45459999999999995,0.7,0.2895522388059702
1605,2011-03-12,1,0,3,8,0,6,0,Sunny,0.26,0.2576,0.65,0.1642,9,44,53,Springer,0.6341463414634146,0.5152,0.65,0.24507462686567164
1606,2011-03-12,1,0,3,9,0,6,0,Sunny,0.28,0.2879,0.65,0.1045,25,76,101,Springer,0.6829268292682927,0.5758,0.65,0.15597014925373134
1607,2011-03-12,1,0,3,10,0,6,0,Sunny,0.32,0.303,0.66,0.2239,21,78,99,Springer,0.7804878048780488,0.606,0.66,0.3341791044776119
1608,2011-03-12,1,0,3,11,0,6,0,Sunny,0.34,0.303,0.49,0.3284,36,83,119,Springer,0.8292682926829269,0.606,0.49,0.49014925373134327
1609,2011-03-12,1,0,3,12,0,6,0,Sunny,0.34,0.3182,0.53,0.2836,51,107,158,Springer,0.8292682926829269,0.6364,0.53,0.42328358208955225
1610,2011-03-12,1,0,3,13,0,6,0,Sunny,0.36,0.3333,0.51,0.3582,62,95,157,Springer,0.8780487804878048,0.6666,0.51,0.5346268656716419
1611,2011-03-12,1,0,3,14,0,6,0,Sunny,0.4,0.4091,0.5,0.4478,70,96,166,Springer,0.975609756097561,0.8182,0.5,0.6683582089552238
1612,2011-03-12,1,0,3,15,0,6,0,Sunny,0.42,0.4242,0.44,0.4925,81,101,182,Springer,1.024390243902439,0.8484,0.44,0.7350746268656717
1613,2011-03-12,1,0,3,16,0,6,0,Sunny,0.46,0.4545,0.41,0.4478,100,144,244,Springer,1.1219512195121952,0.909,0.4099999999999999,0.6683582089552238
1614,2011-03-12,1,0,3,17,0,6,0,Sunny,0.46,0.4545,0.44,0.3284,99,114,213,Springer,1.1219512195121952,0.909,0.44,0.49014925373134327
1615,2011-03-12,1,0,3,18,0,6,0,Sunny,0.42,0.4242,0.54,0.1642,54,91,145,Springer,1.024390243902439,0.8484,0.54,0.24507462686567164
1616,2011-03-12,1,0,3,19,0,6,0,Sunny,0.42,0.4242,0.54,0.0896,26,86,112,Springer,1.024390243902439,0.8484,0.54,0.1337313432835821
1617,2011-03-12,1,0,3,20,0,6,0,Sunny,0.4,0.4091,0.58,0.1045,22,64,86,Springer,0.975609756097561,0.8182,0.58,0.15597014925373134
1618,2011-03-12,1,0,3,21,0,6,0,Sunny,0.38,0.3939,0.62,0.0,36,46,82,Springer,0.9268292682926829,0.7878,0.62,0.0
1619,2011-03-12,1,0,3,22,0,6,0,Sunny,0.36,0.3788,0.71,0.0,7,56,63,Springer,0.8780487804878048,0.7576,0.71,0.0
1620,2011-03-12,1,0,3,23,0,6,0,Sunny,0.38,0.3939,0.66,0.0896,11,38,49,Springer,0.9268292682926829,0.7878,0.66,0.1337313432835821
1621,2011-03-13,1,0,3,0,0,0,0,Sunny,0.38,0.3939,0.62,0.1045,3,35,38,Springer,0.9268292682926829,0.7878,0.62,0.15597014925373134
1622,2011-03-13,1,0,3,1,0,0,0,Sunny,0.36,0.3485,0.66,0.1343,10,23,33,Springer,0.8780487804878048,0.697,0.66,0.20044776119402985
1623,2011-03-13,1,0,3,3,0,0,0,Sunny,0.34,0.3333,0.76,0.1343,6,17,23,Springer,0.8292682926829269,0.6666,0.76,0.20044776119402985
1624,2011-03-13,1,0,3,4,0,0,0,Sunny,0.34,0.3333,0.66,0.1642,4,9,13,Springer,0.8292682926829269,0.6666,0.66,0.24507462686567164
1625,2011-03-13,1,0,3,5,0,0,0,Sunny,0.36,0.3485,0.62,0.1343,0,3,3,Springer,0.8780487804878048,0.697,0.62,0.20044776119402985
1626,2011-03-13,1,0,3,6,0,0,0,Sunny,0.34,0.3636,0.66,0.0,0,2,2,Springer,0.8292682926829269,0.7272,0.66,0.0
1627,2011-03-13,1,0,3,7,0,0,0,Sunny,0.36,0.3485,0.62,0.194,2,8,10,Springer,0.8780487804878048,0.697,0.62,0.2895522388059702
1628,2011-03-13,1,0,3,8,0,0,0,Sunny,0.4,0.4091,0.5,0.2985,11,23,34,Springer,0.975609756097561,0.8182,0.5,0.4455223880597015
1629,2011-03-13,1,0,3,9,0,0,0,Sunny,0.4,0.4091,0.5,0.4179,8,36,44,Springer,0.975609756097561,0.8182,0.5,0.623731343283582
1630,2011-03-13,1,0,3,10,0,0,0,Sunny,0.42,0.4242,0.47,0.2537,36,86,122,Springer,1.024390243902439,0.8484,0.4699999999999999,0.37865671641791043
1631,2011-03-13,1,0,3,11,0,0,0,Sunny,0.44,0.4394,0.41,0.4179,88,93,181,Springer,1.0731707317073171,0.8788,0.4099999999999999,0.623731343283582
1632,2011-03-13,1,0,3,12,0,0,0,Sunny,0.46,0.4545,0.38,0.3881,74,120,194,Springer,1.1219512195121952,0.909,0.38,0.5792537313432835
1633,2011-03-13,1,0,3,13,0,0,0,Sunny,0.46,0.4545,0.38,0.3881,97,124,221,Springer,1.1219512195121952,0.909,0.38,0.5792537313432835
1634,2011-03-13,1,0,3,14,0,0,0,Sunny,0.46,0.4545,0.41,0.2985,144,106,250,Springer,1.1219512195121952,0.909,0.4099999999999999,0.4455223880597015
1635,2011-03-13,1,0,3,15,0,0,0,Sunny,0.48,0.4697,0.39,0.3284,149,155,304,Springer,1.170731707317073,0.9394,0.39,0.49014925373134327
1636,2011-03-13,1,0,3,16,0,0,0,Sunny,0.46,0.4545,0.41,0.3881,124,132,256,Springer,1.1219512195121952,0.909,0.4099999999999999,0.5792537313432835
1637,2011-03-13,1,0,3,17,0,0,0,Sunny,0.44,0.4394,0.41,0.3582,98,143,241,Springer,1.0731707317073171,0.8788,0.4099999999999999,0.5346268656716419
1638,2011-03-13,1,0,3,18,0,0,0,Sunny,0.4,0.4091,0.43,0.3582,55,92,147,Springer,0.975609756097561,0.8182,0.43,0.5346268656716419
1639,2011-03-13,1,0,3,19,0,0,0,Sunny,0.36,0.3333,0.5,0.3582,28,73,101,Springer,0.8780487804878048,0.6666,0.5,0.5346268656716419
1640,2011-03-13,1,0,3,20,0,0,0,Sunny,0.32,0.303,0.57,0.2985,23,54,77,Springer,0.7804878048780488,0.606,0.57,0.4455223880597015
1641,2011-03-13,1,0,3,21,0,0,0,Sunny,0.3,0.2879,0.56,0.2537,9,49,58,Springer,0.7317073170731707,0.5758,0.56,0.37865671641791043
1642,2011-03-13,1,0,3,22,0,0,0,Sunny,0.3,0.2727,0.56,0.3284,8,29,37,Springer,0.7317073170731707,0.5454,0.56,0.49014925373134327
1643,2011-03-13,1,0,3,23,0,0,0,Sunny,0.26,0.2576,0.65,0.2239,5,23,28,Springer,0.6341463414634146,0.5152,0.65,0.3341791044776119
1644,2011-03-14,1,0,3,0,0,1,1,Sunny,0.26,0.2727,0.65,0.1045,4,7,11,Springer,0.6341463414634146,0.5454,0.65,0.15597014925373134
1645,2011-03-14,1,0,3,1,0,1,1,Sunny,0.26,0.2879,0.65,0.0896,0,1,1,Springer,0.6341463414634146,0.5758,0.65,0.1337313432835821
1646,2011-03-14,1,0,3,2,0,1,1,Sunny,0.26,0.2879,0.65,0.0896,0,1,1,Springer,0.6341463414634146,0.5758,0.65,0.1337313432835821
1647,2011-03-14,1,0,3,3,0,1,1,Sunny,0.26,0.2727,0.65,0.1343,0,3,3,Springer,0.6341463414634146,0.5454,0.65,0.20044776119402985
1648,2011-03-14,1,0,3,5,0,1,1,Sunny,0.24,0.2424,0.7,0.1343,0,8,8,Springer,0.5853658536585366,0.4848,0.7,0.20044776119402985
1649,2011-03-14,1,0,3,6,0,1,1,Sunny,0.26,0.2727,0.65,0.1343,1,27,28,Springer,0.6341463414634146,0.5454,0.65,0.20044776119402985
1650,2011-03-14,1,0,3,7,0,1,1,Cloudy,0.28,0.3182,0.61,0.0,4,84,88,Springer,0.6829268292682927,0.6364,0.61,0.0
1651,2011-03-14,1,0,3,8,0,1,1,Cloudy,0.3,0.303,0.56,0.1343,24,217,241,Springer,0.7317073170731707,0.606,0.56,0.20044776119402985
1652,2011-03-14,1,0,3,9,0,1,1,Sunny,0.32,0.303,0.53,0.3284,13,127,140,Springer,0.7804878048780488,0.606,0.53,0.49014925373134327
1653,2011-03-14,1,0,3,10,0,1,1,Sunny,0.34,0.3182,0.42,0.2537,27,57,84,Springer,0.8292682926829269,0.6364,0.42,0.37865671641791043
1654,2011-03-14,1,0,3,11,0,1,1,Sunny,0.36,0.3333,0.4,0.2537,26,45,71,Springer,0.8780487804878048,0.6666,0.4,0.37865671641791043
1655,2011-03-14,1,0,3,12,0,1,1,Sunny,0.38,0.3939,0.37,0.0,40,54,94,Springer,0.9268292682926829,0.7878,0.37,0.0
1656,2011-03-14,1,0,3,13,0,1,1,Sunny,0.38,0.3939,0.36,0.3284,24,51,75,Springer,0.9268292682926829,0.7878,0.36,0.49014925373134327
1657,2011-03-14,1,0,3,14,0,1,1,Cloudy,0.38,0.3939,0.34,0.0,27,52,79,Springer,0.9268292682926829,0.7878,0.34,0.0
1658,2011-03-14,1,0,3,15,0,1,1,Sunny,0.38,0.3939,0.37,0.1642,24,77,101,Springer,0.9268292682926829,0.7878,0.37,0.24507462686567164
1659,2011-03-14,1,0,3,16,0,1,1,Sunny,0.4,0.4091,0.35,0.1045,27,80,107,Springer,0.975609756097561,0.8182,0.35,0.15597014925373134
1660,2011-03-14,1,0,3,17,0,1,1,Sunny,0.38,0.3939,0.4,0.194,42,229,271,Springer,0.9268292682926829,0.7878,0.4,0.2895522388059702
1661,2011-03-14,1,0,3,18,0,1,1,Sunny,0.36,0.3636,0.4,0.1045,25,210,235,Springer,0.8780487804878048,0.7272,0.4,0.15597014925373134
1662,2011-03-14,1,0,3,19,0,1,1,Sunny,0.36,0.3485,0.43,0.1343,17,133,150,Springer,0.8780487804878048,0.697,0.43,0.20044776119402985
